Title,Brand,OS,RAM,CPU,Storage,Screen Size,Resolution,CPU Speed,Model,Wireless Technology,SIM Count,Wireless Provider,Cellular Technology,Camera,Color,Price,Price Before Promotion,Currancy,Rate,URL,IMG,Reviews,Website
"Redmi Note 12 Pro 5G, 8GB RAM, 256 GB, Midnight Black",Xiaomi,Android 13.0,8 GB,MediaTek Helio,256 GB,6.67 Inches,1080 x 2400,2.6 GHz,Redmi Note 12 Pro 8+256 GB Midnight Black,,,,,,Midnight Black,"SAR1,015.79",,SAR,4.0 out of 5 stars,https://www.amazon.sa/Redmi-Note-Pro-Midnight-Black/dp/B0BZ4DTJBB?ref_=ast_sto_dp&th=1&psc=1&language=en_AE,https://m.media-amazon.com/images/I/716olhxKX4L._AC_SL1500_.jpg,"[{'reviewer_name': 'zeezar', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز', 'review_text': 'خفيف الوزن والبصمة جانبية سريعة والمعالج مناسب جدا للفئة السعرية\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 3 August 2024'}, {'reviewer_name': 'KHALED ELDEIASTI', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nالمنتج خرب وشاشته طفت', 'review_text': 'المنتج خرب\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 12 August 2024'}, {'reviewer_name': 'Good product', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nGood', 'review_text': 'Product\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 16 March 2024'}, {'reviewer_name': 'Mohamed Raafat', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nزفت', 'review_text': 'زي الزفت\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 13 May 2024'}, {'reviewer_name': 'user-M5GLGF', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nالجهاز ممتاز', 'review_text': 'الجهاز ممتاز بشاشة عالية الدقة و مواد صنع جيدة جهاز متوسط يرتقى لأجهزة الفلاق شب\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 14 December 2023'}, {'reviewer_name': 'saleem a s alharbi', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز جدا', 'review_text': 'تغليف ممتاز سرعة في التوصيل وبضاعة الوكيل ....شكرا امازون\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 3 January 2024'}, {'reviewer_name': 'Foysal Ahammad', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nAmazing', 'review_text': 'Amazing\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 30 March 2024'}, {'reviewer_name': 'ilkinazavr', 'review_rating': '3.0 out of 5 stars', 'review_title': '3.0 out of 5 stars\nwatch is missing', 'review_text': 'in description it says phone plus watch but I received only phone. please change item description or send correct goods.\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 12 November 2023'}]",Amazon SA
"Xiaomi K6A 256GB Redmi Note 12 Pro, ROM : 256GB, RAM 8GB, Screen: 6.67 AMOLED FHD+ Dot-Display, 2400 x 1080 resolution, Dual SIM 4G, Quad Camera 108+8+2MP+2MP, 16MP Selfie - Poler White",Xiaomi,Android 11.0,256 GB,Snapdragon,256 GB,6.67 Inches,2400 x 1080,2.2 GHz,Redmi Note 12 Pro 8+256 GB Polar White,,,,,,White,"SAR1,180.68",,SAR,4.0 out of 5 stars,https://www.amazon.sa/Xiaomi-K6A-256GB-Redmi-Note/dp/B0C58L997X?ref_=ast_sto_dp&th=1&psc=1&language=en_AE,https://m.media-amazon.com/images/I/61XXnwBqJ9L._AC_SL1500_.jpg,"[{'reviewer_name': 'zeezar', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز', 'review_text': 'خفيف الوزن والبصمة جانبية سريعة والمعالج مناسب جدا للفئة السعرية\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 3 August 2024'}, {'reviewer_name': 'KHALED ELDEIASTI', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nالمنتج خرب وشاشته طفت', 'review_text': 'المنتج خرب\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 12 August 2024'}, {'reviewer_name': 'Good product', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nGood', 'review_text': 'Product\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 16 March 2024'}, {'reviewer_name': 'Mohamed Raafat', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nزفت', 'review_text': 'زي الزفت\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 13 May 2024'}, {'reviewer_name': 'user-M5GLGF', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nالجهاز ممتاز', 'review_text': 'الجهاز ممتاز بشاشة عالية الدقة و مواد صنع جيدة جهاز متوسط يرتقى لأجهزة الفلاق شب\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 14 December 2023'}, {'reviewer_name': 'saleem a s alharbi', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز جدا', 'review_text': 'تغليف ممتاز سرعة في التوصيل وبضاعة الوكيل ....شكرا امازون\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 3 January 2024'}, {'reviewer_name': 'Foysal Ahammad', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nAmazing', 'review_text': 'Amazing\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 30 March 2024'}, {'reviewer_name': 'ilkinazavr', 'review_rating': '3.0 out of 5 stars', 'review_title': '3.0 out of 5 stars\nwatch is missing', 'review_text': 'in description it says phone plus watch but I received only phone. please change item description or send correct goods.\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 12 November 2023'}]",Amazon SA
Redmi Note 12 Dual SIM Ice Blue 8GB RAM 256GB 4G - Global Version,Xiaomi,Android 13.0,8 GB,Snapdragon,256 GB,6.67 Inches,2400 x 1080,2.8 GHz,Redmi Note 12,,,,,,Ice Blue,699.,,SAR,4.4 out of 5 stars,https://www.amazon.sa/Redmi-Note-Dual-Blue-256GB/dp/B0CDXTTFJ6?ref_=ast_sto_dp&th=1&psc=1&language=en_AE,https://m.media-amazon.com/images/I/71244Ka0vrL._AC_SL1500_.jpg,"[{'reviewer_name': 'seraj', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nجيد', 'review_text': 'انصح في سعر مقابل المواصفات\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 22 May 2024'}, {'reviewer_name': 'دسوقي مندور', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز', 'review_text': 'جيدجداا\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 25 January 2024'}, {'reviewer_name': 'Md Alamin', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nHi', 'review_text': '😍😍nice\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 24 January 2024'}, {'reviewer_name': 'Mohamed Salah', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nجوال محترم واداءه جيد جدا', 'review_text': 'سعره جيد واداءه جيد. جدايعيبه الاعلانات التي تظهر من وقت لآخركذلك الاشعارات التي تخص البرامج المختلفة حتى لو اغلقت خاصية الاشعار للبرنامج يظهر مجددا\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 29 November 2023'}, {'reviewer_name': 'Jahidul Islam shohan', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\neverything is good', 'review_text': 'Good\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 1 January 2024'}, {'reviewer_name': 'Tarek', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nVery fast delivery', 'review_text': 'Nice packing and product come with full documents\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 11 October 2023'}, {'reviewer_name': 'MUHAMMAD ZAHEER SHEIKH', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nTakes sudden actions by itself', 'review_text': ""It takes 30 minutes to turn on the mobile after the device has been turned off. It should also be noted that this phone turns off on its own even when the battery is completely charged. The other person's phone call is not audible to me. My warranty remains valid, so I need\xa0it\xa0checked\xa0out.\nRead more"", 'review_date': 'Reviewed in Saudi Arabia on 29 December 2023'}, {'reviewer_name': 'Sheikh Riaz', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nExcellent', 'review_text': 'So Nice\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 14 November 2023'}]",Amazon SA
Xiaomi Redmi 10 2022 Carbon Gray 6GB RAM 128GB ROM,Xiaomi,Android 11.0,6 GB,MediaTek Helio,128 GB,6.5 Inches,2400 x 1080,2 GHz,2022,,,,,,Gray,SAR746.80,,SAR,4.8 out of 5 stars,https://www.amazon.sa/Xiaomi-Redmi-2022-Carbon-128GB/dp/B09Z2ZX6ND?ref_=ast_sto_dp&language=en_AE,https://m.media-amazon.com/images/I/41UVP08j5UL._AC_SL1000_.jpg,"[{'reviewer_name': 'SHAHADAT Ahmed Zehen', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nNice phone', 'review_text': 'Good look\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 17 June 2024'}, {'reviewer_name': 'rolix t.', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nGood', 'review_text': 'Nice thank you amazon.sa\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 21 April 2024'}]",Amazon SA
Xiaomi Redmi 10 2022 Carbon Gray 4Gb Ram 128Gb Rom,Xiaomi,Android 11.0,4 GB,MediaTek Helio,4 GB,6.5 Inches,2400 x 1080,2 GHz,2022,,,,,,Gray,SAR604.99,,SAR,3.8 out of 5 stars,https://www.amazon.sa/Xiaomi-Redmi-2022-Carbon-128Gb/dp/B09Z2ZR7QT?ref_=ast_sto_dp&th=1&psc=1&language=en_AE,https://m.media-amazon.com/images/I/41UVP08j5UL._AC_SL1000_.jpg,"[{'reviewer_name': 'user-M55G6E1', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nExcellent', 'review_text': 'Its good choice\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 28 April 2024'}, {'reviewer_name': 'شكرا امازون تلفون رووعة', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nبطارية ممتازه', 'review_text': 'ريدمي شركة عالمية\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 9 November 2023'}, {'reviewer_name': 'Anwar Ahmad', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nسرعه في التوصيل والتغليف شكرا امازون', 'review_text': 'ممتاز\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 2 April 2023'}, {'reviewer_name': 'Rony amin', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nAlhamdulliha good product', 'review_text': 'Nice\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 5 December 2022'}, {'reviewer_name': 'سبحان الله وبحمده', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nجيد', 'review_text': 'جيد\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 24 January 2023'}]",Amazon SA
Xiaomi Redmi 10A Graphite Gray 2GB Ram 32GB Rom,Xiaomi,"MIUI 12.5, Android 11.0",2 GB,Snapdragon,2 GB,6.53 Inches,720 x 1600,2,2022,,,,,,Graphite,SAR319.04,,SAR,3.3 out of 5 stars,https://www.amazon.sa/Xiaomi-Redmi-Graphite-Gray-32GB/dp/B09Z2XT291?ref_=ast_sto_dp&language=en_AE,https://m.media-amazon.com/images/I/71Q3EZuZCGL._AC_SL1500_.jpg,"[{'reviewer_name': 'Abdulsalam', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nجيد', 'review_text': 'العرض رائعالمواصفات مناسبة للسعر\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 30 November 2022'}, {'reviewer_name': 'FAISAL', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nجهاز سيئ', 'review_text': 'أداء الجهاز ضعيف وبطيئ ويتاخر في التصفح والتحميل ... ينفع لاستخدام الاطفال فقط\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 11 December 2023'}, {'reviewer_name': 'عمر مروعي', 'review_rating': '3.0 out of 5 stars', 'review_title': '3.0 out of 5 stars\nجيده', 'review_text': 'هو لا بأس به ولاكن عيبه الوحيد في  التصوير تعبان مرهالصور مشوشه مرهلا انصح به\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 5 September 2022'}, {'reviewer_name': 'شهد', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\n\u200fسيء جدا ما انصح احد يشتري', 'review_text': '\u200fسيء جدا يعلق يعلق ما هو جيد نصحتكم لحد يشتري سيئة يعلق مع الوقت جدا جدا سيئة\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 21 October 2023'}, {'reviewer_name': 'SULEIMAN SWAITI', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nPerformance', 'review_text': ""Bad performance, hanging too much without installing apps, Don't waste your money\nRead more"", 'review_date': 'Reviewed in Saudi Arabia on 1 January 2023'}, {'reviewer_name': 'Mansour Dasouky', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nBad product', 'review_text': 'Keeps freezing and too slow\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 17 February 2023'}]",Amazon SA
"Xiaomi Redmi 10A Sky Blue 3GB RAM 64GB ROM, 38872",Xiaomi,"MIUI 12.5, Android 11.0",3 GB,Snapdragon,3 GB,6.53 Inches,720 x 1600,2 GHz,2022,,,,,,Blue,SAR335.39,,SAR,4.6 out of 5 stars,https://www.amazon.sa/Xiaomi-Redmi-Blue-64GB-38872/dp/B09Z2YF6YL?ref_=ast_sto_dp&language=en_AE,https://m.media-amazon.com/images/I/71funV9tZUL._AC_SL1500_.jpg,"[{'reviewer_name': 'Farook Hossain', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nGood', 'review_text': 'Good\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 10 April 2024'}]",Amazon SA
Redmi 10A Graphite Gray 3GB RAM 64GB ROM,Xiaomi,"MIUI 12.5, Android 11.0",3 GB,Snapdragon,64 GB,6.53 Inches,720 x 1600,2 GHz,2022,,,,,,Graphite,SAR399.00,,SAR,4.2 out of 5 stars,https://www.amazon.sa/Redmi-10A-Graphite-Gray-64GB/dp/B09Z2Z2KY7?ref_=ast_sto_dp&th=1&psc=1&language=en_AE,https://m.media-amazon.com/images/I/71Q3EZuZCGL._AC_SL1500_.jpg,"[{'reviewer_name': 'انور طه', 'review_rating': '3.0 out of 5 stars', 'review_title': '3.0 out of 5 stars\nتم توصيل  بنجاح', 'review_text': 'تلفون كويس على قد امكانياته\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 10 May 2023'}, {'reviewer_name': 'Nada', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nمواصفات خاطئه', 'review_text': 'طالب جوال ٦٤ قيقا ووصلني ٣٢ قيقا وللان لم يتم الاسترجاع\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 19 July 2022'}]",Amazon SA
"Xiaomi Redmi 10C Ocean Blue 4GB Ram 64GB Rom, 38618",Xiaomi,"MIUI 12.5, Android 11.0",4 GB,Snapdragon,64 GB,6.7 Inches,720 x 1600,2.4 GHz,2022,,,,,,Ocean Blue,SAR598.40,,SAR,3.7 out of 5 stars,https://www.amazon.sa/Xiaomi-Redmi-Ocean-Blue-38618/dp/B0B2LPYX6Z?ref_=ast_sto_dp&th=1&psc=1&language=en_AE,https://m.media-amazon.com/images/I/51im01xZx8L._AC_SL1500_.jpg,"[{'reviewer_name': 'AHMED AL LUHAYBI', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز', 'review_text': 'ممتاز\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 19 January 2024'}, {'reviewer_name': 'ممتاز وسعر مناسب لأمكانيات الجهاز بالمختصر جهاز عملى', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nجهاز بأمكانيات وسعر جيد فى متناول الايد', 'review_text': 'جهاز عملى\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 4 May 2024'}, {'reviewer_name': 'Mahtab k.', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nGood mobile', 'review_text': 'Fast delivery good service\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 9 April 2024'}, {'reviewer_name': 'الجموعي', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nسعر مقبول ومواصفات عالية جداً', 'review_text': 'أفضل هدية ممكن تقدمها إذا أردت أن تهدهي لشخص هاتف معالج قوي وكمرا بقوة ٥٠ ميقابكسل ممتازة ،\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 13 July 2023'}, {'reviewer_name': 'user-M9Z5H51', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nإمكانياته مع السعر', 'review_text': 'رائع\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 13 June 2023'}, {'reviewer_name': 'Fahad S. Alghamdi', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nجودة مناسبة جدا وسعر مناسب', 'review_text': 'من خلال التجربة ممتاز وسعره مناسب جداً يضاهي بعض الاجهزة ذات القيمة الاعلى\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 11 September 2022'}]",Amazon SA
"Xiaomi Redmi 10C Graphite Gray 4Gb Ram 64Gb Rom, 38611",Xiaomi,"MIUI 12.5, Android 11.0",4 GB,Snapdragon,64 GB,6.71 Inches,720 x 1600,2.4 GHz,2022,,,,,,Graphite,SAR322.64,,SAR,3.8 out of 5 stars,https://www.amazon.sa/Xiaomi-Redmi-Graphite-Gray-38611/dp/B0B2LQXBGW?ref_=ast_sto_dp&th=1&psc=1&language=en_AE,https://m.media-amazon.com/images/I/81UBtTmViJL._AC_SL1500_.jpg,"[{'reviewer_name': 'AHMED AL LUHAYBI', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز', 'review_text': 'ممتاز\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 19 January 2024'}, {'reviewer_name': 'Monadel Ahmed', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nجيد', 'review_text': 'مناسب حسب السعر والاستعمال\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 3 May 2024'}, {'reviewer_name': 'Irfan mirja', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nOk', 'review_text': 'Nice\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 1 August 2023'}, {'reviewer_name': 'GOPAL KM', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nVery', 'review_text': 'Good\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 10 September 2022'}]",Amazon SA
"Xiaomi Redmi 10C Mint Green 4GB Ram 64GB Rom, 38610",Xiaomi,"MIUI 12.5, Android 11.0",4 GB,Snapdragon,64 GB,6.7 Inches,720 x 1600,2.4 GHz,2022,,,,,,Mint Green,SAR412.00,,SAR,4.8 out of 5 stars,https://www.amazon.sa/Xiaomi-Redmi-Mint-Green-38610/dp/B0B2LQLT18?ref_=ast_sto_dp&th=1&psc=1&language=en_AE,https://m.media-amazon.com/images/I/61O7YcfUQ3L._AC_SL1500_.jpg,"[{'reviewer_name': 'Irfan Ahmad', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nExcellent service', 'review_text': 'Device excellent but why back cover and headphones missing\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 4 March 2024'}, {'reviewer_name': 'AHMED AL LUHAYBI', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز', 'review_text': 'ممتاز جدا\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 19 January 2024'}, {'reviewer_name': 'احمد', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nصادقين', 'review_text': 'الجوال جيدة جدا\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 18 May 2023'}]",Amazon SA
Xiaomi Redmi 10C Ocean Blue 4GB Ram 128GB Rom,Xiaomi,"MIUI 12.5, Android 11.0",4 GB,Snapdragon,128 GB,6.7 Inches,720 x 1600,2.4 GHz,2022,,,,,,Ocean Blue,SAR522.92,,SAR,3.8 out of 5 stars,https://www.amazon.sa/Xiaomi-Redmi-Ocean-Blue-128GB/dp/B09Z2ZQDHY?ref_=ast_sto_dp&th=1&psc=1&language=en_AE,https://m.media-amazon.com/images/I/51jwhLwKW5L._AC_SL1000_.jpg,"[{'reviewer_name': 'ياسر حافظ', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز', 'review_text': 'ممتاز\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 9 November 2023'}, {'reviewer_name': 'Abdulaziz AlHowiriny', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nشاومي موبايل ١٠ سي', 'review_text': 'جهار بمواصفات جيدة وسعر رائع، الشركة غنية عن التعريف ولي تجربة رائعة معها سابقا\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 12 April 2023'}, {'reviewer_name': 'Rayan Alhindi', 'review_rating': '3.0 out of 5 stars', 'review_title': '3.0 out of 5 stars\nBattery issues', 'review_text': 'I bought two one works perfectly but the second one only charge 25 percentage\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 30 June 2023'}, {'reviewer_name': 'Ahmad Mahmoud', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nبطيء الشحن ويخلص الشخن بسرعة', 'review_text': 'سيء جدا المنتج يخلص شحن بصورة سريع جدا وما يوصل 0 و يفصل يفصل عند 20%\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 2 May 2023'}, {'reviewer_name': 'حلو والله', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nتزيد أرام حق الجوال', 'review_text': 'حلو بس أرام ٤فقط\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 10 June 2023'}, {'reviewer_name': 'محمد', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nالهاتف بجودة جيدة وكاميرا ممتازة', 'review_text': 'يعمل بسلاسة ويستغرق ثلاث ساعات لشحنه بالكامل.\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 1 April 2023'}, {'reviewer_name': 'user-MDQB3B1', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nالجوال ممتاز', 'review_text': 'ممتاز ومطابق تماما لما تم ذكره .\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 17 March 2023'}, {'reviewer_name': 'Abouelmoaty', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nالمنتج غير الوصف ولا يوجد حافظه حمايه كما هو بالوصف', 'review_text': 'المنتج ليس كما بالوصف الرجاء الوصف الدقيق وعدم الخداع لان هذا يسىء الى سمعه امازون وصف المنتج لابد ان يكون دقيق\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 28 July 2022'}]",Amazon SA
"Xiaomi Redmi 9A Dual Sim, 32Gb, 2Gb Ram, 4G Lte Sky Blue",Xiaomi,Android 10.0,2 GB,MediaTek Helio,2 GB,6.53 Inches,720 x 1600,2 GHz,Redmi 9A,,,,,,Blue,SAR417.15,,SAR,3.9 out of 5 stars,https://www.amazon.sa/Xiaomi-Redmi-Dual-32Gb-Blue/dp/B08HCS6WQL?ref_=ast_sto_dp&th=1&psc=1&language=en_AE,https://m.media-amazon.com/images/I/61+l08kGm-L._AC_SL1500_.jpg,"[{'reviewer_name': 'Abeer34Qaeed', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز جبته لولدي', 'review_text': 'ممتاز وسعره جيد\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 17 January 2023'}, {'reviewer_name': 'user-MGRPR6', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nNice', 'review_text': 'As specs\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 26 July 2024'}, {'reviewer_name': 'احمد', 'review_rating': '3.0 out of 5 stars', 'review_title': '3.0 out of 5 stars\nض', 'review_text': 'ضعيف بعد اشياء\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 14 February 2024'}, {'reviewer_name': 'Hanifah Namatovu', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\n100%', 'review_text': 'I recommend\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 18 August 2023'}, {'reviewer_name': 'M. Ibrahim', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nبطيء جدا', 'review_text': 'اشتريته بسبب سعره الرخيص 300 ريال لطفلتي.شكله حلو وشاشته واضحة وكبيرة لكنه بطييييء جدا بشكل مزعج لدرجة ماينفع جوال حتى جوال أطفال. لو كنت عارف ماشتريته. مع اني حذفت اغلب التطبيقات.لو مشتري جوال اغلى شوي او مستعمل افضل.\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 20 April 2023'}, {'reviewer_name': 'S', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز', 'review_text': 'ماشاءالله تبارك الله\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 4 July 2023'}, {'reviewer_name': 'ام غنى الحارثي', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز', 'review_text': 'رائع\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 31 July 2023'}, {'reviewer_name': 'suhib ahmad', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nمنتج سهل وجيد جدا الاستخدام للوضائف العمل الميداني', 'review_text': 'يحتاج منك التأكد من المنتج والمحافظة على القطع كاملة لأنه وجدت شكاوي بخصوص أعطال فنية مصنعية من بعض العملاء أما بالنسبة لي ف المنتج وصل سليم وبحالة ممتازة\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 10 April 2022'}]",Amazon SA
