Title,Brand,OS,RAM,CPU,Storage,Screen Size,Resolution,CPU Speed,Model,Wireless Technology,SIM Count,Wireless Provider,Cellular Technology,Camera,Color,Price,Price Before Promotion,Currancy,Rate,URL,IMG,Reviews,Website
Honor 50 Dual-SIM 128GB ROM + 6GB RAM (GSM | CDMA) Factory Unlocked 5G SmartPhone (Emerald Green) - International Version,HONOR,,6 GB,Snapdragon,128 GB,6.57 Inches,,"1.8, 2.4 GHz",Honor 50,,,Unlocked for All Carriers,5G,,Emerald Green,"SAR2,745.00",,SAR,4.5 out of 5 stars,https://www.amazon.sa/-/en/Dual-SIM-Factory-Unlocked-SmartPhone-Emerald/dp/B097P369TM/ref=sr_1_90?dib=eyJ2IjoiMSJ9.U-AWbuTNx23Jld-X1-yPbmMFMM8T84VsedgIj5nP0rFDaTaRUXXtGfvUML9g313kMBbTUtIg0Cjd6X4PqmEKJZOMJCVHmt4McdMEUndV9ZKg_lB41uqhc56LqMJw5lX8yTyurPvTjVenYa6W0QgDvxetyaQJ0v--eTxrbi5X6xvEXW_IjqghBB2GO3DBjr6jsQd8Ys7TvD2ACa2pfIJN929Y9H9OZX9faMEdNMYJ-nQnID-9yHFV6wCcyCZuf9DdsnevCVLWUog3__ZFKRGiJz3V12c9HXAa0hchSmVv7gQ.Rn94gmnyDvqImwFAap6-5_aCfDbjPh0dbZVOb--IdBQ&dib_tag=se&qid=1725911374&refinements=p_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031%2Cp_89%3AHONOR&s=electronics&sr=1-90&language=en_AE,https://m.media-amazon.com/images/I/61fLymuGTwL._AC_SL1500_.jpg,[],Amazon SA
Honor X8 Dual Sim 6Gb Ram 128Gb Rom 22.5W Supercharge (Titanium Silver),HONOR,Android 11.0,6 GB,Snapdragon,128 GB,7 Inches,1080 x 2340,"1.9, 2.4 GHz",X8,,,,,,Titanium Silver,SAR744.64,,SAR,4.0 out of 5 stars,https://www.amazon.sa/-/en/Honor-128Gb-Supercharge-Titanium-Silver/dp/B09TT139DK/ref=sr_1_36?dib=eyJ2IjoiMSJ9.URE1guSw1xGdlsFyRzFK5heKe5QrmvTY1ygD12DgpVSpTYMF0jlAsRikAahP-fWyIANrVG2-GR1N9AMqYc_z4KqAAP_t4emPMzpCXinSEchNOWtjtYlZnLIFggxlh-O7Wfqd81RiC9bMnAOfsuXm6cEAt4eAOsmbMUX-WZYsv-ozJ5wEa2VwyCPsy75C-0KIHncGA7YQTyUco_Ak79-laivWVgWh34GqLrLPKKJciGIQTasajr3NQF1Rw7KZRpmVGg5AdfizwBFXHjKCHkT8sQTuuov0UjypCsvun4M-KM8.LnZL-HFFgIRSpfqozWnKGiYFSAm4ymMhY3DuXIQ0L74&dib_tag=se&qid=1725911363&refinements=p_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031%2Cp_89%3AHONOR&s=electronics&sr=1-36&language=en_AE,https://m.media-amazon.com/images/I/81bpxX+f-5L._AC_SL1500_.jpg,"[{'reviewer_name': 'محمد عمر', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز', 'review_text': 'ممتاز جدا\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 3 October 2023'}, {'reviewer_name': 'Salman', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nبطل الجهاز', 'review_text': 'الجهاز رووووعه\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 21 April 2024'}, {'reviewer_name': 'Saber Maddah', 'review_rating': '3.0 out of 5 stars', 'review_title': '3.0 out of 5 stars\nمتوسط', 'review_text': 'تجربتي مع هذا الجوال كانت سيئه فهذا الجوال به امكانيات جميله ولكن هنالك تعليق دائما لا اعلم ما هو السبب بالرغم من ان استخدامي لهذا الجوال ليس استخدام ثقيل فلم اقم بتحميل عليه اي برامج سوى تيك توك لاقوم بالبث المباشر ولكن للاسف الجهاز فجاه يقوم باخراجه من البث المباشر وفجاه لا يعمل يجب ان اقوم بعمل اعاده تشغيل له لكي يعمل بالشكل الصحيح فماذا لو كنت احمل عليه مقاطع فيديو وصور كثيره وعليه برامج كثيره مثل فيسبوك وانستقرام وغيرها من البرامج العديده فلا اعتقد انه سيتحمل ذلك بالاضافه الى ان هنالك اجهزه حديثه اقل سعرا واعلى مواصفات\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 13 September 2023'}, {'reviewer_name': 'mohammed alharthi', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nصناعه ممتازه لايوجد اي خلل فيها', 'review_text': 'صناعه ممتازه ورخيصه مقارنه بغيرها وفيها كل المزايا والوظايف التي في الصناعات الأخرى... لست بحاجه لدفع مزيد من المال لاجل اسم آيفون او سامسونج فهذا يقوم بعملها بكل جداره\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 11 March 2024'}, {'reviewer_name': 'mohamed husin', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nX8', 'review_text': 'هونر اكس 8 الجهاز لايحتاج تقييم والبائع اوصل الجهاز ثانى يوم للطب هذا كل شئ\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 5 July 2023'}, {'reviewer_name': 'abdullah alomar', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nلا يمكن اضافة بطاقة الصراف وذلك لان الجهاز لا يدعم ( NFC )', 'review_text': 'ما في مصداقية مكتوب يوجد ( NFC ) ولكن عند شراء الجهاز اكتشفت انه لا يوجد\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 27 June 2024'}, {'reviewer_name': 'user-M8CW911', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\ngood', 'review_text': 'good luck\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 31 August 2023'}, {'reviewer_name': 'Yashi', 'review_rating': '2.0 out of 5 stars', 'review_title': '2.0 out of 5 stars\nbad', 'review_text': 'Fake\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 9 December 2023'}]",Amazon SA
Honor 7X Dual-SIM 64GB ROM + 4GB RAM (Only GSM | No CDMA) Factory Unlocked 4G/LTE Smartphone (Blue) - International Version,HONOR,Android 7.0,4 GB,,64 GB,5.9 Inches,1080 x 2160,"2.36, 1.7 GHz",7X,,,Unlocked,,,Blue,"SAR1,769.00",,SAR,4.4 out of 5 stars,https://www.amazon.sa/-/en/Honor-Dual-SIM-Factory-Unlocked-Smartphone/dp/B0779RWX11/ref=sr_1_119?dib=eyJ2IjoiMSJ9.MNayXE2Vg6NOxSRYcqMaqNnfPdy6ktj6fj9ULU6G23fCQeFUM7XOzef0bnMb4HbnabnwHivo_1zkQHm5WkAZKpqQLHmWvpieRoxDyRR1COdhy3NDIvpnRZOAIhTV6u0Dk_tQ5R4mSZW92KastOiZmfH4mmZ89M_GmRd4DKumRxWsWHgZ2ivzjHD23A1zYZ2DB-xBuCT0K-CRvRQkeIh-Gi4k7NTgVlQDs_Tvdjg4bHnEYZD3pY4_WYojPd3DA7kBldJXZB-zR-gUCiQPF37nzgvbXGBfwHv-UZSxosjSQj8.LlG4JHSaKVUPIHQqipxJFIMd5fz4sHnLi9ziUd2DQAE&dib_tag=se&qid=1725911378&refinements=p_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031%2Cp_89%3AHONOR&s=electronics&sr=1-119&language=en_AE,https://m.media-amazon.com/images/I/81bpKRr9e0L._AC_SL1500_.jpg,[],Amazon SA
Honor Huawei View 10 Dual Sim 128Gb 4G Smartphone - Navy Blue,HONOR,Android 8.0,6 GB,Snapdragon,128 GB,5.99 Inches,1080 x 2160,"1.8, 2.4 GHz",Honor View 10,,,Unlocked for All Carriers,,,Navy Blue,"SAR2,205.00",,SAR,4.5 out of 5 stars,https://www.amazon.sa/-/en/Honor-Huawei-View-128Gb-Smartphone/dp/B07882PJRX/ref=sr_1_118?dib=eyJ2IjoiMSJ9.MNayXE2Vg6NOxSRYcqMaqNnfPdy6ktj6fj9ULU6G23fCQeFUM7XOzef0bnMb4HbnabnwHivo_1zkQHm5WkAZKpqQLHmWvpieRoxDyRR1COdhy3NDIvpnRZOAIhTV6u0Dk_tQ5R4mSZW92KastOiZmfH4mmZ89M_GmRd4DKumRxWsWHgZ2ivzjHD23A1zYZ2DB-xBuCT0K-CRvRQkeIh-Gi4k7NTgVlQDs_Tvdjg4bHnEYZD3pY4_WYojPd3DA7kBldJXZB-zR-gUCiQPF37nzgvbXGBfwHv-UZSxosjSQj8.LlG4JHSaKVUPIHQqipxJFIMd5fz4sHnLi9ziUd2DQAE&dib_tag=se&qid=1725911378&refinements=p_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031%2Cp_89%3AHONOR&s=electronics&sr=1-118&language=en_AE,https://m.media-amazon.com/images/I/71YHR3XscKL._AC_SL1500_.jpg,[],Amazon SA
HONOR X6b 6GB+128GB Starry Purple,HONOR,"MagicOS 8.0, Android T",128 GB,,6 GB,6.56 Inches,,,Judy-L52E,,,Unlocked for All Carriers,4G,,Purple,SAR460.00,,SAR,Previous page,https://www.amazon.sa/-/en/HONOR-X6b-128GB-Starry-Purple/dp/B0DBVHTPZ5/ref=sr_1_57?dib=eyJ2IjoiMSJ9.NRzVbBGSFJT0s2eG6rA8Fpud5PzWmX9ylNyzbrDs5Tlqb9dVUPs8ZKktpSpZzQURgi2BBGQ2kEElIWELldEiaQOnrtoq8SsZL7zjqLD8taqo3-AKgTMePiICWWp6Ru0_c88dOdmqHCzIcyLOYrG2Ga9cU8ZPo4BYMOj0pMc2PHrHwQNIGdSU9eeFhoqE3URVEUgWMZ_QEldQ8Gry7pSmooNkIxzy7tic88FATr2PWFuwP4U1qK3-9blGRn3ENhahjYWk5w_W5EtAwYF3IQ3G1j6JAAyNIea8G7IaQlhnFAk.RdxLb7iohx_VWJJnGGJonoXw956Vj17utmf6LdimM9M&dib_tag=se&qid=1725911371&refinements=p_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031%2Cp_89%3AHONOR&s=electronics&sr=1-57&language=en_AE,https://m.media-amazon.com/images/I/31Sf04T1WZL.__AC_SX300_SY300_QL70_ML2_.jpg,[],Amazon SA
HONOR 90 Lite 5G 8GB RAM 256GB Cyan Lake - Middle East version,HONOR,Android 13.0,8 GB,Snapdragon,8 GB,6.7 Inches,1920 x 1080,2.4,HONOR 90 Lite,,,,,,Cyan,678.,,SAR,4.1 out of 5 stars,https://www.amazon.sa/-/en/HONOR-Lite-256GB-Cyan-Lake/dp/B0CB4F258K/ref=sr_1_4?dib=eyJ2IjoiMSJ9.wiuWPUVaEiY0DwoXkBLXDLWTYcznXcBcBfWRzHJQarw14M6gBL8ejvcT1LkYz5fo4UPQwhmnMo_bDLtP0_dejNFjzySyzewb9TdiaRkKay-Djw-zb0PjG5x6uy8c-eqBziryx4pZP105N0h99o9i_tdEydT-JHdlcWT4hRA_YxlyHH2-RF80f0keYCnBODcVR9kIAOPv9KZnfsIMDcgCkxpttm7QXPlu6CbXiF56ILAb1CQDtOl5SEKFXuDLMyjaTd93fKc8IGpQZTokLwMMb_pREa_Nsa7c-7d3ozd1dX4.4-W7oPrc7RHJvad2VEjqlLm5OFl7qZIEayrh7tQwZ-8&dib_tag=se&qid=1725911358&refinements=p_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031%2Cp_89%3AHONOR&s=electronics&sr=1-4&language=en_AE,https://m.media-amazon.com/images/I/71gWwbn8-LL._AC_SL1500_.jpg,"[{'reviewer_name': 'user-MBB8A7', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nالمنتج ممتاز', 'review_text': 'وصل المنتج في الوقت المحدد بالاضافه إلى وجود جميع ملحقاته\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 31 July 2024'}, {'reviewer_name': 'بدر', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nممتاز', 'review_text': 'ممتاز سهل الاستخدام قوي  و سعره منافس\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 14 August 2024'}, {'reviewer_name': 'عبداللطيف', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nاونر و جودتهم البطلة كالعادة', 'review_text': 'من اجمل جولات اونر و ممتاز\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 16 August 2024'}, {'reviewer_name': 'محمود', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nالتطور', 'review_text': 'الكمرات\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 31 August 2024'}, {'reviewer_name': 'Mohammad Fazil Ordered Honor 90 lite on 280ctober,2023 Today morning (29July2024) the ◦ mobile was kept in my pocket and got blast and catch fire the jeans caught fire the right hand when i put to remove got injured the thigh got injured and apart from this the blast was so huge that the jeans kept aside got fire the carpet of our room burned the bedsheets on bed got holes due to fire i honestly will never buy or recommend anyone to buy this brand', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nHonor 90 lite burn in pocket', 'review_text': 'Ordered Honor 90 lite on 280ctober,2023 Today morning (29July2024) the ◦ mobile was kept in my pocket and got blast and catch fire the jeans caught fire the right hand when i put to remove got injured the thigh got injured and apart from this the blast was so huge that the jeans kept aside got fire the carpet of our room burned the bedsheets on bed got holes due to fire i honestly will never buy or recommend anyone to buy this brand\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 29 July 2024'}, {'reviewer_name': 'نصرالدين', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nالمرفقات ناقصة', 'review_text': 'المنتج جيد ولكن لم يأتي معه مرفقاتماعدا وصلة  usp\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 28 July 2024'}, {'reviewer_name': 'Missing', 'review_rating': '3.0 out of 5 stars', 'review_title': '3.0 out of 5 stars\nCharger missing', 'review_text': 'No charger is missing, where is the charger, I need a charger\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 22 May 2024'}, {'reviewer_name': 'Ashraf A.', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nGood smartphone in this price range', 'review_text': 'All things working good\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 30 August 2024'}]",Amazon SA
HONOR 90 5G 8GB RAM 256GB Diamond Silver with Honor 90 Hand strap case (Diamond Silver),HONOR,Android 13.0,8 GB,Snapdragon,8 GB,6.7 Inches,1200 x 2664,2.4,HONOR 90,,,,,,Silver,"1,899.",,SAR,4.2 out of 5 stars,https://www.amazon.sa/-/en/HONOR-90-256GB-Diamond-Silver/dp/B0CB4CCF55/ref=sr_1_20?dib=eyJ2IjoiMSJ9.wiuWPUVaEiY0DwoXkBLXDLWTYcznXcBcBfWRzHJQarw14M6gBL8ejvcT1LkYz5fo4UPQwhmnMo_bDLtP0_dejNFjzySyzewb9TdiaRkKay-Djw-zb0PjG5x6uy8c-eqBziryx4pZP105N0h99o9i_tdEydT-JHdlcWT4hRA_YxlyHH2-RF80f0keYCnBODcVR9kIAOPv9KZnfsIMDcgCkxpttm7QXPlu6CbXiF56ILAb1CQDtOl5SEKFXuDLMyjaTd93fKc8IGpQZTokLwMMb_pREa_Nsa7c-7d3ozd1dX4.4-W7oPrc7RHJvad2VEjqlLm5OFl7qZIEayrh7tQwZ-8&dib_tag=se&qid=1725911358&refinements=p_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031%2Cp_89%3AHONOR&s=electronics&sr=1-20&language=en_AE,https://m.media-amazon.com/images/I/71e-9cahaiL._AC_SL1500_.jpg,"[{'reviewer_name': 'Samer', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nبعد استخدام ٤ شهور', 'review_text': 'أداء الجهاز ممتاز\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 3 July 2024'}, {'reviewer_name': 'Fawaz Alyousfi', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nGood', 'review_text': 'Nice😍\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 10 March 2024'}, {'reviewer_name': 'Majdy', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\n.', 'review_text': 'ممتاز\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 5 June 2024'}, {'reviewer_name': 'احمد', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nممتاز جدا', 'review_text': 'ممتاز صحيح فئه متوسطه ورخيص لاكن يعطيك اداء جيد وكاميره جيده وشحن صاروخ وبطاريه كبيره ممتازه جوال فخم\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 24 November 2023'}, {'reviewer_name': 'ابو سامي', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nفاشل', 'review_text': 'ما انصح احد يشتريه اولا السماعات مونو وثانيا لما ادخل على يوتيوب وأشغل مقطع فيديو 4k يحصل تقطيع ومع أنه منزل أحدث الاصدار وثالثا سعره مبالغ فيه\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 1 November 2023'}, {'reviewer_name': 'yazeed', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nشاشه رائعة', 'review_text': 'ممتاز جدا يعيبه السماعه ليست استيريو والبطاريه تقريبا تخلص سريع مقارنه بمنافسيه\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 12 March 2024'}]",Amazon SA
Honor Magic6 Lite Dual-SIM 256GB ROM + 8GB RAM (Only GSM | No CDMA) Factory Unlocked 5G Smartphone (Midnight Black) - International Version,HONOR,MagicOS 7.2,8 GB,Snapdragon,256 GB,6.78 Inches,1220 x 2652,"1.8, 2.2 GHz",Magic6 Lite 5G,,,,,,Midnight Black,29.,,SAR,4.2 out of 5 stars,https://www.amazon.sa/-/en/Dual-SIM-Factory-Unlocked-Smartphone-Midnight/dp/B0CNHFG5K4/ref=sr_1_12?dib=eyJ2IjoiMSJ9.wiuWPUVaEiY0DwoXkBLXDLWTYcznXcBcBfWRzHJQarw14M6gBL8ejvcT1LkYz5fo4UPQwhmnMo_bDLtP0_dejNFjzySyzewb9TdiaRkKay-Djw-zb0PjG5x6uy8c-eqBziryx4pZP105N0h99o9i_tdEydT-JHdlcWT4hRA_YxlyHH2-RF80f0keYCnBODcVR9kIAOPv9KZnfsIMDcgCkxpttm7QXPlu6CbXiF56ILAb1CQDtOl5SEKFXuDLMyjaTd93fKc8IGpQZTokLwMMb_pREa_Nsa7c-7d3ozd1dX4.4-W7oPrc7RHJvad2VEjqlLm5OFl7qZIEayrh7tQwZ-8&dib_tag=se&qid=1725911358&refinements=p_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031%2Cp_89%3AHONOR&s=electronics&sr=1-12&language=en_AE,https://m.media-amazon.com/images/I/71XK4NYe-IL._AC_SL1500_.jpg,"[{'reviewer_name': 'ABDULLAH', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nawesome', 'review_text': 'Good\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 1 August 2024'}]",Amazon SA
Honor 8X Dual-SIM 64GB (GSM Only | No CDMA) Factory Unlocked 4G/LTE Smartphone - Blue,HONOR,Android 8.1,4 GB,,128 GB,6.5 Inches,2340 x 1080,"2.2, 1.7 GHz",8X,,,Unlocked for All Carriers,,,Blue,"SAR1,999.00",,SAR,4.5 out of 5 stars,https://www.amazon.sa/-/en/Honor-Dual-SIM-Factory-Unlocked-Smartphone/dp/B07HJJ3PYH/ref=sr_1_110?dib=eyJ2IjoiMSJ9.MNayXE2Vg6NOxSRYcqMaqNnfPdy6ktj6fj9ULU6G23fCQeFUM7XOzef0bnMb4HbnabnwHivo_1zkQHm5WkAZKpqQLHmWvpieRoxDyRR1COdhy3NDIvpnRZOAIhTV6u0Dk_tQ5R4mSZW92KastOiZmfH4mmZ89M_GmRd4DKumRxWsWHgZ2ivzjHD23A1zYZ2DB-xBuCT0K-CRvRQkeIh-Gi4k7NTgVlQDs_Tvdjg4bHnEYZD3pY4_WYojPd3DA7kBldJXZB-zR-gUCiQPF37nzgvbXGBfwHv-UZSxosjSQj8.LlG4JHSaKVUPIHQqipxJFIMd5fz4sHnLi9ziUd2DQAE&dib_tag=se&qid=1725911378&refinements=p_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031%2Cp_89%3AHONOR&s=electronics&sr=1-110&language=en_AE,https://m.media-amazon.com/images/I/91BedX2RrZL._AC_SL1500_.jpg,[],Amazon SA
"Honor Magic6 Pro 5G - 12 GB RAM, 512 GB - Epi Green| Honor Service Care+",HONOR,"Magic OS 8.0, Android 14",12 GB,Snapdragon,512 GB,6.8 Inches,,,Magic6 Pro,,,Unlocked for All Carriers,5G,,Green,"1,899.",,SAR,4.8 out of 5 stars,https://www.amazon.sa/-/en/Honor-Magic6-Pro-5G-Service/dp/B0CY9FQ1PW/ref=sr_1_8?dib=eyJ2IjoiMSJ9.wiuWPUVaEiY0DwoXkBLXDLWTYcznXcBcBfWRzHJQarw14M6gBL8ejvcT1LkYz5fo4UPQwhmnMo_bDLtP0_dejNFjzySyzewb9TdiaRkKay-Djw-zb0PjG5x6uy8c-eqBziryx4pZP105N0h99o9i_tdEydT-JHdlcWT4hRA_YxlyHH2-RF80f0keYCnBODcVR9kIAOPv9KZnfsIMDcgCkxpttm7QXPlu6CbXiF56ILAb1CQDtOl5SEKFXuDLMyjaTd93fKc8IGpQZTokLwMMb_pREa_Nsa7c-7d3ozd1dX4.4-W7oPrc7RHJvad2VEjqlLm5OFl7qZIEayrh7tQwZ-8&dib_tag=se&qid=1725911358&refinements=p_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031%2Cp_89%3AHONOR&s=electronics&sr=1-8&language=en_AE,https://m.media-amazon.com/images/I/71+ztCd0AoL._AC_SL1500_.jpg,"[{'reviewer_name': 'user-M8U5YW', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\n، جميل جدا', 'review_text': 'منتج جميل\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 5 August 2024'}, {'reviewer_name': 'Mohammad Irfan alam', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nHeavy phone excellent', 'review_text': 'But that time i bought price is to high experience is about honar magic nice phone camera speaker design is unique i have got clear case adopter cable better then iPhone & Samsung if you think to buy go ahead\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 4 September 2024'}, {'reviewer_name': 'Maikatifa', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nTime schedule.', 'review_text': 'I like the way my item delivered to me on time and in good condition I really appreciate ur serviceThank you.\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 22 March 2024'}]",Amazon SA
"Honor 50 Mobile Phones 5G SIM Free Unlocked 8+256GB Smartphone with 108MP Camera, 120Hz 6.57"" Curved Screen, Qualcomm SnapdragonTM 778G, Android 11(Midnight Black)",HONOR,"Android 11.0, Magic UI 4.2",8 GB,Snapdragon,256 GB,7 Inches,1080 x 2340,1.8 GHz,Honor 50,,,,,,Midnight Black,678.,,SAR,3.8 out of 5 stars,https://www.amazon.sa/-/en/Unlocked-Smartphone-Qualcomm-SnapdragonTM-Midnight/dp/B09JSK8SN5/ref=sr_1_42?dib=eyJ2IjoiMSJ9.URE1guSw1xGdlsFyRzFK5heKe5QrmvTY1ygD12DgpVSpTYMF0jlAsRikAahP-fWyIANrVG2-GR1N9AMqYc_z4KqAAP_t4emPMzpCXinSEchNOWtjtYlZnLIFggxlh-O7Wfqd81RiC9bMnAOfsuXm6cEAt4eAOsmbMUX-WZYsv-ozJ5wEa2VwyCPsy75C-0KIHncGA7YQTyUco_Ak79-laivWVgWh34GqLrLPKKJciGIQTasajr3NQF1Rw7KZRpmVGg5AdfizwBFXHjKCHkT8sQTuuov0UjypCsvun4M-KM8.LnZL-HFFgIRSpfqozWnKGiYFSAm4ymMhY3DuXIQ0L74&dib_tag=se&qid=1725911363&refinements=p_n_feature_six_browse-bin%3A16967122031%2Cp_n_feature_eleven_browse-bin%3A27361539031%2Cp_89%3AHONOR&s=electronics&sr=1-42&language=en_AE,https://m.media-amazon.com/images/I/71UzVBpxy0L._AC_SL1500_.jpg,"[{'reviewer_name': 'طارق سمان', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nجهاز جميل وقوي وبسعر منافس', 'review_text': 'كل شيء في هاذا الجهاز جمييل\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 6 April 2022'}, {'reviewer_name': 'ماشتغل وبرجعه للشركه', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nمو راضي يشتغل معي وبرجعه', 'review_text': 'ماشتغل\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 7 October 2023'}, {'reviewer_name': 'MOHAMMAD VAISH', 'review_rating': '4.0 out of 5 stars', 'review_title': '4.0 out of 5 stars\nGood', 'review_text': 'Good product\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 8 August 2023'}, {'reviewer_name': 'Ali', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nافضل من الايفون', 'review_text': 'جهاز رائع 🤩 ومواصفات كثيره\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 23 December 2022'}, {'reviewer_name': 'Jamil J.', 'review_rating': '5.0 out of 5 stars', 'review_title': '5.0 out of 5 stars\nThis have warranty  and original', 'review_text': 'This original  have warranty\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 2 February 2022'}, {'reviewer_name': 'Arshad', 'review_rating': '1.0 out of 5 stars', 'review_title': ""1.0 out of 5 stars\nMobail is not good candetion May be QC didn't check this mobail and sand in the market for sale"", 'review_text': ""Mobail not start and don't take charging\nRead more"", 'review_date': 'Reviewed in Saudi Arabia on 7 June 2023'}, {'reviewer_name': 'Salah Jandali', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nالجهاز ما اشتغل من اول مرة', 'review_text': 'الجهاز ما اشتغل من اول مرة اشتريته.. وتم الارجاعاستلمت الجهاز البديل اليوم.. وبرضو ما اشتغل.. غريب حقيقة\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 1 December 2022'}, {'reviewer_name': 'moohamd11', 'review_rating': '1.0 out of 5 stars', 'review_title': '1.0 out of 5 stars\nالصوت منخفض صوت مكبر الصوت.', 'review_text': 'مكبر الصوت منخفض جداوأثناء بعض المكالمات يتم  الاغلاق فجئة!\nRead more', 'review_date': 'Reviewed in Saudi Arabia on 23 July 2022'}]",Amazon SA
